,name,id_prod_company,id
12207,Marvel Enterprises,19551,1927
12208,Type A Films,2308,10327
12209,Marc Platt Productions,2527,10327
12210,Metro-Goldwyn-Mayer (MGM),8411,10327
12211,DreamWorks Animation,521,14411
12212,Columbia Pictures,5,296
12213,Intermedia Films,763,296
12214,Warner Bros.,6194,296
12215,C-2 Pictures,7340,296
12216,IMF Internationale Medien und Film GmbH & Co. 3. Produktions KG,19116,296
12217,Mostow/Lieberman Productions,23636,296
12218,France 2 Cinéma,83,302
12219,Canal Plus,104,302
12220,Fidélité Productions,147,302
12221,Gimages,148,302
12222,FOZ,149,302
12223,Headforce Ltd.,150,302
12224,Walt Disney Pictures,2,22
12225,Jerry Bruckheimer Films,130,22
12226,VideoFilmes,346,46993
12227,Wild Bunch,856,46993
12228,Lumière,11793,46993
12229,Dominant 7,93186,46993
12230,Twentieth Century Fox Film Corporation,306,8698
12231,JD Productions,475,8698
12232,International Production Company,1507,8698
12233,Angry Films,12087,8698
12234,Mediastream Dritte Film GmbH & Co. Beteiligungs KG,19352,8698
12235,CTB Film Company,318,554
12236,Renn Productions,82,34840
12237,Canal+,5358,34840
12238,Centre National de la Cinématographie (CNC),18367,34840
12239,Isle of Man Film Commission,8719,17920
12240,British Broadcasting Corporation (BBC),15278,17920
12241,Trademark Films,22153,17920
12242,Take 3 Partnership,60283,17920
12243,TLA Releasing,328,40947
12244,Columbia Pictures Corporation,441,8961
12245,Don Simpson/Jerry Bruckheimer Films,10288,8961
12246,Golden Mean,1867,17403
12247,Focus Features,10146,17403
12248,Radar Pictures,14718,17403
12249,Universal Pictures,33,9486
12250,StudioCanal,694,9486
12251,Miramax Films,14,3472
12252,BBC Films,288,3472
12253,Celador Productions,1390,3472
12254,Jonescompany Productions,12666,3472
12255,Fandango,2441,35265
12256,Mystery Clock Cinema,908,25921
12257,Australian Film Finance Corporation (AFFC),8724,25921
12258,Hughes Entertainment,477,11894
12259,Warner Bros.,6194,11894
12260,Amblin Entertainment,56,20726
12261,Warner Bros.,6194,20726
12262,TriStar Pictures,559,24558
12263,Columbia Pictures Corporation,441,12649
12264,Highroad Productions,18705,12649
12265,Warner Bros.,6194,44916
12266,BBC Films,288,24356
12267,Intermedia Films,763,24356
12268,Paramount Pictures,4,1996
12269,Toho-Towa,657,1996
12270,Mutual Film Company,762,1996
12271,Lawrence Gordon Productions,840,1996
12272,British Broadcasting Corporation (BBC),3324,1996
12273,October Pictures,14362,1996
12274,Eidos Interactive,19105,1996
12275,Universal Pictures,33,4464
12276,Spyglass Entertainment,158,4464
12277,The Kennedy/Marshall Company,862,4464
12278,DreamWorks Pictures,7293,4464
12279,Touchstone Pictures,9195,4464
12280,Dimension Films,7405,12279
12281,Grosvenor Park Films LLP,1983,9104
12282,Film4,9349,9104
12283,Good Machine,10565,9104
12284,Laughlin Park Pictures,5286,33339
12285,IFC Productions,26468,33339
12286,Cattleya,10102,47232
12287,Moonstone Entertainment,22289,47232
12288,Hotel Productions,78182,47232
12289,Fondo para la Producción Cinematográfica de Calidad (FOPROCINE),9980,71714
12290,Fondo Ibermedia,22483,71714
12291,Consejo Nacional para la Cultura y las Artes (CONACULTA),22622,71714
12292,Vía Digital,357,54580
12293,Eurimages,850,54580
12294,Continental Producciones,6279,54580
12295,Instituto de la Cinematografía y de las Artes Audiovisuales (ICAA),9974,54580
12296,Televisión de Galicia (TVG) S.A.,10050,54580
12297,Antena 3 Televisión,11737,54580
12298,Sogepaq,11955,54580
12299,Elías Querejeta Producciones Cinematográficas S.L.,12009,54580
12300,Mediapro,12010,54580
12301,Quo Vadis Cinéma,12011,54580
12302,Eyescreen S.r.l.,12012,54580
12303,Code Entertainment,14589,4613
12304,Eclipse Catering,23787,4613
12305,The Mirisch Corporation,219,12530
12306,Nelson Entertainment,365,45096
12307,Interscope Communications,10201,45096
12308,United Artists,60,21882
12309,Levy-Gardner-Laven,36248,21882
12310,David V. Picker Productions,14374,29805
12311,Two Roads Productions,85470,29805
12312,Kings Road Entertainment,4255,24993
12313,Phalanx Productions,1167,53021
12314,"Mirisch Corporation, The",13219,53021
12315,Claude Productions,20199,53021
12316,The Mirisch Corporation,219,430
12317,TLA Releasing,328,123833
12318,United Artists,60,5185
12319,The Mirisch Production Company,11579,5185
12320,Mirisch Films,14829,5185
12321,Orion Pictures,41,10553
12322,Handistom Investment,3970,21512
12323,Kings Road Entertainment,4255,21512
12324,Kamisha Corporation,68152,21512
12325,Benedict Pictures Corp.,1333,21449
12326,United Artists,60,4984
12327,Levy-Gardner-Laven,36248,4984
12328,Universal Pictures,33,8273
12329,Zide-Perry Productions,3169,8273
12330,LivePlanet,7161,8273
12331,Loumolo & Co.,52942,8273
12332,City Light Films,136,8046
12333,Revolution Studios,497,8046
12334,Casey Silver Productions,877,8046
12335,Film Council,246,8094
12336,Scottish Screen,698,8094
12337,Bórd Scannán na hÉireann,1898,8094
12338,Walt Disney Pictures,2,10330
12339,Gunn Films,3538,10330
12340,Casual Friday Productions,93528,10330
12341,Procirep,311,125952
12342,Canal+,5358,125952
12343,Original Film,333,9257
12344,Columbia Pictures Corporation,441,9257
12345,Camelot Pictures,11728,9257
12346,Chris Lee Productions,20033,9257
12347,Illusion Entertainment,20034,9257
12348,Fox Searchlight Pictures,43,9499
12349,Merchant Ivory Productions,2370,9499
12350,GAGA,3656,17180
12351,Oz Productions Ltd.,15395,17180
12352,Gotham Group,3672,15292
12353,Cino del Duca,2342,12491
12354,Arco Film,4498,12491
12355,Brookwood Entertainment,10844,41660
12356,Columbia Pictures Corporation,441,78041
12357,Delphi III Productions,3088,78041
12358,Palisades Partners,65285,27814
12359,Universal Pictures,33,41206
12360,Kanin Productions,20281,41206
12361,Vanguard Films,614,33954
12362,Republic Pictures,1432,23395
12363,River One Films,10631,47278
12364,Arco Film,4498,24192
12365,Lux Compagnie Cinématographique de France,44923,24192
12366,Roxanne Company,29406,10237
12367,Rizzoli Film,12778,833
12368,Amato Film,20994,833
12369,Produzione Films Vittorio De Sica,41116,833
12370,AVCO Embassy Pictures,494,42470
12371,TriStar Pictures,559,3101
12372,New Line Cinema,12,6466
12373,Cecchi Gori Group Tiger Cinematografica,371,6466
12374,Avery Pix,1565,6466
12375,Sean S. Cunningham Films,17611,6466
12376,Crystal Lake Entertainment,21783,6466
12377,WTC Productions,50102,6466
12378,Yannix Technology Corporation,53063,6466
12379,Pandora Cinema,185,20210
12380,Gerber Pictures,975,20210
12381,900 Films,3742,20210
12382,Gaylord Films,5367,20210
12383,Asphalt Productions,51768,20210
12384,Tig Productions,335,2055
12385,Touchstone Pictures,9195,2055
12386,Beacon Pictures,10157,2055
12387,Cobalt Media Group,18619,2055
12388,Star Overseas,3477,11770
12389,Universe Entertainment,20543,11770
12390,GreeneStreet Films,2152,14926
12391,Metro-Goldwyn-Mayer (MGM),8411,14926
12392,Paul Hough Entertainment,19730,1778
12393,Splendid Pictures,368,10923
12394,Maverick Films,4000,10923
12395,Metro-Goldwyn-Mayer (MGM),8411,10923
12396,Dylan Sellers Productions,8807,10923
12397,Madacy Entertainment,12027,10923
12398,Hollywood Pictures,915,17745
12399,Touchstone Pictures,9195,79888
12400,Initial Entertainment Group (IEG),7380,114776
12401,Teagarden Pictures Inc.,15890,114776
12402,United Artists,60,21989
12403,HOT DOG PARTNERSHIP PRODUCTIONS,83938,21989
12404,Bryan Foy Productions,5229,18573
12405,Warner Bros.,6194,18573
12406,Twentieth Century Fox Film Corporation,306,37451
12407,New Line Cinema,12,41759
12408,Roven-Cavallo Entertainment,36887,41759
12409,Canadian Film Development Corporation (CFDC),4952,37227
12410,Warner Bros.,6194,37227
12411,Famous Players Limited,16914,37227
12412,Les Films Ariane,7110,48791
12413,Kenneth Madsen Filmproduktion A/S,53267,48791
12414,Woodline Films Ltd.,53268,48791
12415,Virgin,1419,41944
12416,Longfellow Pictures,8802,41944
12417,Initial Film and Television,40426,41944
12418,Monument Pictures,4199,8992
12419,Embassy Films,40870,8992
12420,Winters Hollywood Entertainment Holdings Corporation,5484,35371
12421,Atlantic Entertainment Group,3267,19053
12422,Valley 9000,8784,19053
12423,Warner Bros.,6194,11206
12424,Caledonia Pictures,12854,49762
12425,France 2 Cinéma,83,30970
12426,Les Films Alain Sarde,635,30970
12427,Bavaria Film,1704,30970
12428,Zweites Deutsches Fernsehen (ZDF),4606,30970
12429,Canal+,5358,30970
12430,Arte France Cinéma,6916,30970
12431,MK2 Productions,9209,30970
12432,Filmex,57661,30970
12433,Romanian Culture Ministry,78962,30970
12434,Original Pictures,4234,13154
12435,Warner Bros.,6194,13154
12436,Shôchiku Eiga,5070,18148
12437,Les Films du Losange,223,54898
12438,Ministère de la Culture et de la Communication,25818,54898
12439,Ministères de la Culture de lindustrie et des P.T.T.,30344,54898
12440,P.T.T.,30345,54898
12441,American Zoetrope,70,636
12442,Warner Bros.,6194,636
12443,Red Lion,2409,3055
12444,FallsApart Productions,60360,40920
12445,CJ Entertainment,7036,54986
12446,Mirae Asset Capital,11556,54986
12447,Taehung Pictures,18899,54986
12448,Saehan Industries,94913,54986
12449,Knightsbridge Films,20544,43048
12450,Ealing Studios,2650,11898
12451,IFC Productions,26468,26225
12452,Universal Pictures,33,14881
12453,Malpaso Productions,171,14881
12454,Paramount Pictures,4,26198
12455,Associated Capital,15124,26198
12456,Capital Equipment Leasing,15125,26198
12457,Toho Company,882,35072
12458,American International Pictures (AIP),9266,35072
12459,Toho Company,882,43226
12460,Alta Vista Productions,4820,44585
12461,American International Pictures (AIP),9266,44585
12462,Warner Bros.,6194,35073
12463,Jack Dietz Productions,19558,35073
12464,Orion Pictures Corporation,14150,9051
12465,Geoffrey Productions,15152,9051
12466,Universal Pictures,33,9362
12467,No Frills Film Production,3851,9362
12468,The Archers,11382,19542
12469,Independent Producers,14029,19542
12470,United Artists,60,936
12471,Mirisch G-E Productions,23533,936
12472,United Artists,60,12268
12473,Amjo Productions,23534,12268
12474,Twentieth Century Fox Film Corporation,306,10999
12475,SLM Production Group,396,10999
12476,Silver Pictures,1885,10999
12477,Universal Pictures,33,33521
12478,The Mirisch Corporation,219,33521
12479,Greenwich Film Productions,1657,4593
12480,Columbia Pictures Film Production Asia,2798,12276
12481,Guangxi Film Studio,38550,12276
12482,Toho Company,882,3782
12483,Capital Arts Entertainment,2365,36629
12484,Australian Broadcasting Corporation,1253,2891
12485,Television New Zealand,1254,2891
12486,Ellepi Films,750,41806
12487,Televisión Española (TVE),6639,41806
12488,Iberoamericana Films Internacional,22533,41806
12489,TPS Cinéma,884,38304
12490,Canal+,5358,38304
12491,Union Générale Cinématographique (UGC),7248,38304
12492,Centre National de la Cinématographie (CNC),18367,38304
12493,Sofica Sofinergie 5,23446,38304
12494,Ciné B,27196,38304
12495,Vértigo Films,69195,38304
12496,Spanish Fork Motion Picture,4473,26246
12497,RTV Slovenija,28367,124839
12498,Kinetikon Pictures,58227,124839
12499,Bioskop Film,5982,20815
12500,Cinecom Entertainment Group,8865,20815
12501,Cinetudes Films,13060,20815
12502,Wonderview Productions,56291,19433
12503,Cracking the Earth Films,2257,7504
12504,Kaleidoscope Entertainment,2141,513
12505,Trial by Fire Films,2142,513
12506,Alfa Cinematografica,15842,6619
12507,Paramount Pictures,4,32316
12508,Living Films,2877,10610
12509,Emperor Multimedia Group (EMG),3320,10610
12510,Golden Port Productions Ltd.,73998,10610
12511,Dimension Films,7405,2830
12512,Ceská Televize,1083,15920
12513,BKP Film,81801,15920
12514,Buc-Film,81802,15920
12515,Miramax Films,14,21413
12516,LivePlanet,7161,21413
12517,Ensueño Films,4526,38874
12518,Flamenco Films S.A.,7007,38874
12519,Tornasol Films,7680,38874
12520,Cartel Films,21111,38874
12521,DMVB Films,21113,38874
12522,Evescreen,21114,38874
12523,Alta Films S.A.,697,16405
12524,British Screen Productions,12745,16405
12525,British Sky Broadcasting (BSkyB),52926,16405
12526,HMS Projects,5272,33255
12527,United Artists,60,11351
12528,American Zoetrope,70,11351
12529,Myriad Pictures,738,11351
12530,Jeepers Creepers II,53348,11351
12531,Different Tree Same Wood Productions,176,333
12532,Hutch Films LLC,68154,112961
12533,The Talking Pictures Company LLC,68155,112961
12534,Senator Film Produktion,191,22200
12535,Film Council,246,22200
12536,EM Media,1917,22200
12537,Big Arty Productions,3519,22200
12538,Telespan 2000,1181,2722
12539,Impala,1183,2722
12540,Paramount Pictures,4,13778
12541,Happy Madison Productions,2608,13778
12542,Twentieth Century Fox Film Corporation,306,9616
12543,N1 European Film Produktions GmbH & Co. KG,8874,9616
12544,Baumgarten Merims Productions,14652,9616
12545,Homeroom LLC,16928,55015
12546,ContentFilm,1420,1415
12547,Lions Gate Films,35,11547
12548,Tonic Films,2763,11547
12549,Down Home Entertainment,22953,11547
12550,Cabin Pictures,22954,11547
12551,Black Sky Entertainment,22955,11547
12552,Deer Path Films,22956,11547
12553,Saturn Films,831,7270
12554,Scott Free Productions,1645,7270
12555,Rickshaw Productions,2201,7270
12556,Warner Bros.,6194,7270
12557,LivePlanet,7161,7270
12558,ImageMovers,11395,7270
12559,HorsePower Entertainment,21002,7270
12560,Columbia Pictures Corporation,441,1428
12561,Dimension Films,7405,1428
12562,Troublemaker Studios,10807,1428
12563,Dummy Productions LLC,21374,17906
12564,Quadrant Entertainment,21375,17906
12565,American Zoetrope,70,153
12566,Epic Pictures Group,7662,66111
12567,Azurelite Pictures,62114,66111
12568,Bandai Visual Company,528,33320
12569,Madhouse,4288,33320
12570,WoWow,5073,33320
12571,Kadokawa Shoten Publishing Co.,9068,33320
12572,Genco,17982,33320
12573,Chiyoko Commitee,24034,33320
12574,Columbia Pictures Film Production Asia,2798,15136
12575,Eastern Productions,3359,15136
12576,Copa del Oro,1722,4703
12577,Universal Pictures,33,27590
12578,Universal Pictures,33,52734
12579,Universal Pictures,33,14603
12580,Dino de Laurentiis Communications,19737,14603
12581,EvansGideon,19738,14603
12582,Beginners Luck,19739,14603
12583,Golden Harvest Company,2521,10617
12584,Golden Harvest Company,2521,10618
12585,Golden Harvest Company,2521,10619
12586,Film Workshop,3618,10619
12587,Paramount Pictures,4,11293
12588,Saticoy Productions,2153,11293
12589,The Directors Company,14120,11293
12590,Universal Pictures,33,36759
12591,Robert Stigwood Organization (RSO),3978,36759
12592,NF Geria II Filmgesellschaft m.b.H.,14075,36759
12593,SVT Drama,157,38960
12594,Paramount Pictures,4,19383
12595,Saticoy Productions,2153,19383
12596,Universal International Pictures (UI),10330,53650
12597,Merchant Ivory Productions,2370,40775
12598,United Artists,60,9584
12599,EMI Films Ltd.,538,9584
12600,Dead Films,2482,8408
12601,Laurel Entertainment,2483,8408
12602,Toei,5822,8408
12603,Twentieth Century Fox Film Corporation,306,14030
12604,Chenault Productions,1684,14030
12605,Regency Enterprises,508,2687
12606,Alcor Films,644,2687
12607,Canal+,5358,2687
12608,Warner Bros.,6194,2687
12609,Cornelius Productions,67992,2687
12610,Twentieth Century Fox Film Corporation,306,16323
12611,Columbia Pictures Corporation,441,39859
12612,Filmways Pictures,1138,39859
12613,Genesis Productions Ltd.,31347,39859
12614,Produzioni De Sica,1875,74585
12615,Produzione Films Vittorio De Sica,41116,74585
12616,Selznick Releasing Organization,75626,74585
12617,Fred F. Finklehoffe Productions,5696,23325
12618,TriStar Pictures,559,16790
12619,New World Pictures,1950,31579
12620,Alexander Korda Films,4167,23033
12621,Night Light Films,3344,19064
12622,American International Pictures (AIP),9266,25241
12623,Squirm Company,13099,25241
12624,Formosa Productions,11983,43041
12625,Canadian Film Development Corporation (CFDC),4952,28942
12626,Victor Solnicki Productions,6161,28942
12627,Elgin International Films,10319,28942
12628,First National Pictures,3245,37025
12629,Warner Bros.,6194,37025
12630,DreamWorks SKG,27,10739
12631,Granada Film Productions,247,10739
12632,Perdido Prod.,291,10739
12633,Canal+,5358,10739
12634,Touchstone Pictures,9195,12767
12635,Paramount Pictures,4,22309
12636,New Line Cinema,12,13156
12637,Lakeshore Entertainment,126,277
12638,Laurinfilm,7733,277
12639,Subterranean Productions LLC,7734,277
12640,Subterranean Productions UK Ltd.,7735,277
12641,Underworld Produktions GmbH,7736,277
12642,MGM,5899,9707
12643,Silver Sphere Corporation,59341,9707
12644,IFC Films,307,38244
12645,Citizen Films,5959,24488
12646,Cofimage,5960,24488
12647,Elizabeth Films,5961,24488
12648,Group Dataciné,5962,24488
12649,Berns Brothers Productions,5963,24488
12650,Film Council,246,20321
12651,BBC Films,288,20321
12652,British Screen,871,20321
12653,The Film Consortium,1218,20321
12654,Kismet Film Company,3753,20321
12655,Lama Films,15,17614
12656,Lama Productions,91,17614
12657,Israel Cable Programming (ICP),93095,17614
12658,Miramax Films,14,7288
12659,Flower Films,2214,7288
12660,Columbia Pictures,5,10159
12661,Universal Pictures,33,10159
12662,Strike Entertainment,655,10159
12663,WWE Studios,10339,10159
12664,Misher Films,11581,10159
12665,IM3 Entertainment,90249,10159
12666,Timnick Films,679,10934
12667,Blue Gardenia Productions,3983,10934
12668,Touchstone Pictures,9195,10934
12669,Tatiale Films,12207,10934
12670,ApolloMedia Distribution,16850,54243
12671,Knightscove Entertainment,36613,54243
12672,Eikon Film,1946,5653
12673,icon,4096,321
12674,El Deseo,49,20
12675,Milestone Productions,77,20
12676,National Lampoon Productions,3432,18113
12677,Les Films dIci,1848,5168
12678,Gimages 204,1849,5168
12679,Sony Pictures Classics,58,9662
12680,Production Champion,7488,9662
12681,Vivi Film,7489,9662
12682,Universal Pictures,33,837
12683,Famous Players Ltd,541,837
12684,Guardian Trust Company,542,837
12685,Filmplan International II,543,837
12686,Aamir Khan Productions,2140,19666
12687,United Artists,60,821
12688,Roxlom Films,526,821
12689,Channel Four Films,181,41834
12690,Eurimages,850,41834
12691,Télévision Suisse-Romande (TSR),8453,41834
12692,Condor Films,18161,41834
12693,Schweizerische Radio- und Fernsehgesellschaft (SRG),23072,41834
12694,Antea Cinematografica,28391,41834
12695,Schweizer Fernsehen (FS),34444,41834
12696,Catpics,75365,41834
12697,Cinerent Filmequipment Service AG,75366,41834
12698,Cineverde,75367,41834
12699,Dewe Hellthaler,75368,41834
12700,Département Fédéral de lIntérieur,75369,41834
12701,Anglia Television,1391,1358
12702,National Broadcasting Company,1392,1358
12703,Tokyo Broadcasting System (TBS),1393,1358
12704,DEFA,602,2200
12705,DEFA-Studio für Spielfilme,69770,2200
12706,Gruppe Johannisthal,87970,2200
12707,Villealfa Filmproduction Oy,2303,11475
12708,La Nouvelle Edition Francaise,481,776
12709,Warner Bros.,6194,40440
12710,Swan Song,10382,40440
12711,Metro-Goldwyn-Mayer (MGM),8411,16563
12712,HB Filmes,2434,11703
12713,Wildwood Enterprises,316,891
12714,Warner Bros.,6194,891
12715,Caravan Pictures,175,83714
12716,Hollywood Pictures,915,83714
12717,Cecchi Gori Group Tiger Cinematografica,371,12531
12718,IMA Productions,4790,12531
12719,La Sept Cinéma,16366,12531
12720,Bandai Visual Company,528,10881
12721,Nippon Herald Films,1598,10881
12722,Dentsu Productions Ltd.,3340,10881
12723,Deiz Production,5853,10881
12724,Media Factory,7967,10881
12725,Det Danske Filminstitut,118,11832
12726,Nordisk Film,235,11832
12727,Panorama Film A/S,42079,11832
12728,Rungstedlundfonden,84478,11832
12729,Studio Trite,6453,51300
12730,Caméra One,6454,51300
12731,France 2 Cinéma,15671,51300
12732,Universal Pictures,33,11806
12733,Northern Lights Entertainment,8816,11806
12734,Universal Pictures,33,10438
12735,Northern Lights Entertainment,8816,10438
12736,New World Pictures,1950,36349
12737,Sequoia Productions,14665,36349
12738,Columbia Pictures Corporation,441,650
12739,TriStar Pictures,559,10337
12740,Baltimore Pictures,11407,10337
12741,The Rank Organisation,364,8446
12742,National Film Trustee Company,464,8446
12743,Robert Stigwood Organization (RSO),3978,8446
12744,Goodtimes Enterprises,4597,8446
12745,Bugsy Malone Productions,11372,8446
12746,National Film Finance Consortium,11373,8446
12747,Film Horizon,5889,42570
12748,Cannon Group,1444,9874
12749,Golan-Globus,1445,9874
12750,Warner Bros.,6194,9874
12751,Vía Digital,357,11477
12752,Lolafilms,6861,11477
12753,Antena 3 Televisión,11737,11477
12754,Permut Presentations,455,37753
12755,Hollywood Pictures,915,37753
12756,Touchwood Pacific Partners 1,8830,37753
12757,DACFILM Rome,4746,29161
12758,Columbia Pictures Corporation,441,21627
12759,Renaissance Pictures,467,21627
12760,Embassy Film Associates,757,21627
12761,August Entertainment,3322,9501
12762,Film Workshop,3618,49291
12763,Universal Pictures,33,4543
12764,Celandine Films,12016,4543
12765,The Monty Python Partnership,12017,4543
12766,Metro-Goldwyn-Mayer (MGM),8411,11046
12767,Winkast Film Productions,13721,11046
12768,Jerry Gershwin Productions,14390,11046
12769,Elliott Kastner Productions,14391,11046
12770,Malpaso Productions,171,11707
12771,Twentieth Century Fox Film Corporation,306,7442
12772,Paul Schiff Productions,23596,14425
12773,Malpaso Productions,171,6723
12774,Warner Bros.,6194,6723
12775,Universal Pictures,33,13343
12776,Warner Bros.,6194,16969
12777,Deliverance Productions,11593,16969
12778,"Malpaso Company, The",69934,16969
12779,Universal Pictures,33,11338
12780,Universal Pictures,33,13339
12781,Warner Bros.,6194,28761
12782,Mosfilm,5120,25237
12783,Belarusfilm,12617,25237
12784,Miramax Films,14,41780
12785,Palace Pictures,927,41780
12786,Copperheart Entertainment,5106,9871
12787,Lucasfilm,1,33258
12788,Universal Pictures,33,33258
12789,Fine Line Features,8,71940
12790,Polygram Filmed Entertainment,31080,71940
12791,Joco,36788,71940
12792,Columbia Pictures Corporation,441,26850
12793,The Rank Organisation Film Productions,1130,26850
12794,Carnival Films,6196,26850
12795,London Weekend Television (LWT),6197,26850
12796,Propaganda Films,278,70709
12797,The Rank Organisation,364,70709
12798,Kuzui Enterprises,2516,70709
12799,Universal Pictures,33,36855
12800,Universal Pictures,33,20238
12801,Touchstone Pictures,9195,33783
12802,Canadian Film Development Corporation (CFDC),4952,163549
12803,Impact Films,13734,163549
12804,Quadrant Films,13735,163549
12805,Touchstone Pictures,9195,47898
12806,Interscope Communications,10201,47898
12807,Nomura Babcock & Brown,12883,47898
12808,In The Bag Productions,65272,47898
12809,RKO Radio Pictures,6,19171
12810,Joseph Kaufmann Productions,78108,19171
12811,Paramount Pictures,4,11364
12812,TriStar Pictures,559,55950
12813,Baltimore Pictures,11407,55950
12814,Lisa-Film,10437,39916
12815,Alex Cinematografica,56895,39916
12816,Barthonia Film,56896,39916
12817,Miller Consolidated Pictures (MCP),16768,31634
12818,RKO Radio Pictures,6,43739
12819,Shooting Gallery,1596,45203
12820,Cinema Gypsy Productions,5227,45203
12821,Capital Arts Entertainment,2365,14874
12822,Millennium Films,10254,14874
12823,Flirt Pictures,37310,14874
12824,Simcha Productions,17088,32082
12825,Orion Pictures,41,25269
12826,Columbia Pictures Corporation,441,29449
12827,Hemdale Film,3952,29449
12828,Lions Gate Films,18203,29449
12829,JF Productions,3893,37943
12830,Recorded Picture Company (RPC),11561,37943
12831,Sunley Productions Ltd.,57072,37943
12832,Channel Four Films,181,33633
12833,The Samuel Goldwyn Company,8888,33633
12834,Hemdale Film,3952,86763
12835,Zoetrope Studios,13349,78146
12836,Golan-Globus Productions,13549,78146
12837,Nelson Entertainment,365,88641
12838,Arachnid Productions Ltd.,56482,30315
12839,Cinema Center Films,3070,13765
12840,Waterbury Films,18817,13765
12841,Paramount Pictures,4,12772
12842,Cineville,2832,47866
12843,Columbia Pictures Corporation,441,18900
12844,Pax Enterprises,29364,18900
12845,Columbia Pictures Corporation,441,17744
12846,Bedford Productions Ltd.,11830,17744
12847,Warner Bros.,6194,3087
12848,Madhouse,4288,14282
12849,Zespol Filmowy Kamera,42243,11502
12850,RKO Radio Pictures,6,29451
12851,Universal Pictures,33,21219
12852,Original Film,333,2116
12853,Monarch Pictures,966,2116
12854,Metro-Goldwyn-Mayer (MGM),8411,2116
12855,Paramount Pictures,4,1584
12856,Scott Rudin Productions,258,1584
12857,Nickelodeon Movies,2348,1584
12858,NEW Century,8647,1584
12859,MFP Munich Film Partners GmbH & Company I. Produktions KG,21409,1584
12860,Sor Productions,88628,1584
12861,TLA Releasing,328,19555
12862,Next Wednesday Productions,921,2056
12863,SenArt Films,922,2056
12864,Lions Gate Films,35,4997
12865,Zazen Produções,2427,8439
12866,Village Roadshow Pictures,79,322
12867,Malpaso Productions,171,322
12868,NPV Entertainment,172,322
12869,Warner Bros.,6194,322
12870,Jim Henson Pictures,6255,21765
12871,Metro-Goldwyn-Mayer (MGM),8411,21765
12872,Boll Kino Beteiligungs GmbH & Co. KG,1062,11059
12873,Brightlight Pictures,1063,11059
12874,Herold Productions,1064,11059
12875,Mindfire Entertainment,8068,11059
12876,Imagine Entertainment,23,11775
12877,Universal Pictures,33,11775
12878,Mike Zoss Productions,2092,11775
12879,Alphaville Productions,6556,11775
12880,Miramax Films,14,24
12881,A Band Apart,59,24
12882,Super Cool ManChu,39121,24
12883,SRO Pictures,3896,21059
12884,Regency Enterprises,508,11329
12885,Epsilon Motion Pictures,1171,11329
12886,New Regency Pictures,10104,11329
12887,New Line Cinema,12,9373
12888,Next Entertainment,1633,9373
12889,Platinum Dunes,2481,9373
12890,Focus Features,10146,9373
12891,Radar Pictures,14718,9373
12892,Chainsaw Productions LLC,53404,9373
12893,Kalkaska Productions,728,1550
12894,IFC Productions,26468,1550
12895,Fuji Television Network,3341,5493
12896,Amuse Pictures,4475,5493
12897,Shirogumi,11327,5493
12898,Focus Films,1268,28200
12899,Jerry Bruckheimer Films,130,10629
12900,Touchstone Pictures,9195,10629
12901,Pathe Productions,21126,10944
12902,Red Turtle,21128,10944
12903,Mandalay Pictures,551,9839
12904,CP Medien AG,5521,9839
12905,Camelot Pictures,11728,9839
12906,Networxx - Film Management,26107,9839
12907,Mels Cite du Cinema,54502,9839
12908,Revolution Studios,497,13920
12909,Tollin/Robbins Productions,2184,13920
12910,Dimension Films,7405,4256
12911,Brad Grey Pictures,10958,4256
12912,Walt Disney Feature Animation,10217,10009
12913,HBO Films,7429,1807
12914,Fearmakers Studios,7430,1807
12915,Staccato Films,7300,33343
12916,Luna Pictures,15361,33343
12917,Velvet Films,15362,33343
12918,Icon Productions,152,30141
12919,Haft Entertainment,1363,30141
12920,Paramount Classics,2315,30141
12921,Airborne Productions,11732,30141
12922,Paramount Pictures,4,10536
12923,Oakhurst Productions,8912,10536
12924,Avenue Pictures Productions,251,67809
12925,Home Box Office (HBO),3268,67809
12926,HBO Films,7429,67809
12927,British Broadcasting Corporation (BBC),3324,42044
12928,Ministère de la Culture de la Republique Française,11694,42044
12929,Les Films Aleph,75642,42044
12930,Historia,75643,42044
12931,Avery Pix,1565,37922
12932,Alta Films S.A.,697,1376
12933,TTornasol Films S.A.,699,1376
12934,Cannon Group,1444,31397
12935,Golan-Globus Productions,13549,31397
12936,Paramount Pictures,4,50374
12937,Fireworks Pictures,3857,20312
12938,Paramount Pictures,4,59809
12939,Dino De Laurentiis Company,10308,59809
12940,Davis Entertainment,1302,135890
12941,Hollywood Pictures,915,2348
12942,Aurora Productions,1087,2348
12943,PolyGram Filmed Entertainment,1382,2348
12944,Interscope Communications,10201,2348
12945,Amex Productions,14233,44591
12946,Frank Melford-Jack Dietz Productions,14234,44591
12947,Mediacorp Raintree Pictures,3405,10389
12948,Applause Pictures,5346,10389
12949,Hammer Film Productions,1314,18979
12950,Columbia Pictures,5,31206
12951,Columbia Pictures Corporation,441,28658
12952,Hammer Film Productions,1314,3117
12953,Cyclops Vision,17436,20684
12954,PTTP Films,17437,20684
12955,New Line Cinema,12,27450
12956,Bert I. Gordon Productions,18582,26643
12957,Great American Films Limited Partnership,137,62327
12958,Epic Productions,1988,897
12959,Universal Pictures,33,42522
12960,Tartan Films,2458,42522
12961,Pando Company Inc.,14595,42522
